id_encuestado,edad,region,zona,medio_informacion,interes_politica,confianza_instituciones,ingreso_hogar,participacion_anterior
103938,49,Metropolitana,Urbana,Televisión,6,56,1260000,Sí
102399,,Metropolitana,Urbana,Redes sociales,5,34,1000000,Sí
102432,51,Valparaíso,Urbana,Redes sociales,9,44,510000,Sí
103192,20,Maule,Rural,Radio,8,50,870000,Sí
103340,33,Metropolitana,Rural,Redes sociales,1,52,620000,No
104829,69,Metropolitana,Urbana,Redes sociales,10,31,590000,Sí
102814,52,Coquimbo,Urbana,Radio,6,29,950000,Sí
102445,76,Metropolitana,Urbana,Televisión,3,60,1170000,Sí
103306,46,Valparaíso,Urbana,Redes sociales,1,14,280000,Sí
100577,39,Maule,Urbana,Redes sociales,6,35,970000,Sí
103227,37,Metropolitana,Urbana,Televisión,1,19,1760000,No
102052,55,Metropolitana,Urbana,Televisión,9,52,1350000,Sí
103007,20,Biobío,Urbana,Redes sociales,7,43,1390000,Sí
101679,,Metropolitana,Rural,Radio,5,60,710000,Sí
103614,55,O'Higgins,Urbana,Redes sociales,8,41,730000,Sí
104014,54,Maule,Urbana,Televisión,4,50,1300000,Sí
103567,48,Valparaíso,Rural,Redes sociales,4,54,900000,Sí
100263,18,Valparaíso,Urbana,Radio,5,43,950000,Sí
103338,41,Valparaíso,Urbana,Redes sociales,8,67,4950000,Sí
103411,50,Valparaíso,Urbana,Redes sociales,1,54,710000,Sí
103441,53,Maule,Urbana,Radio,5,72,820000,No
101533,38,Metropolitana,Urbana,Redes sociales,4,22,860000,Sí
100288,67,Metropolitana,Rural,Prensa digital,7,42,660000,Sí
101072,61,Coquimbo,Urbana,Radio,7,51,1480000,No
101762,,Metropolitana,Urbana,Televisión,6,29,770000,No
103496,62,Metropolitana,Urbana,Prensa digital,10,52,750000,Sí
104241,56,Metropolitana,Urbana,Redes sociales,5,23,880000,Sí
102232,46,Coquimbo,Urbana,Televisión,1,52,590000,No
102214,36,Metropolitana,Urbana,Televisión,6,35,1390000,Sí
100284,50,Metropolitana,Urbana,Redes sociales,2,1,850000,No
104156,34,Valparaíso,Urbana,Redes sociales,1,47,470000,Sí
104348,30,Coquimbo,Urbana,Prensa digital,6,51,370000,No
100668,61,Metropolitana,Urbana,Radio,4,39,700000,Sí
101212,79,Metropolitana,Urbana,Redes sociales,8,2,480000,Sí
103515,35,Biobío,Urbana,Redes sociales,6,46,550000,Sí
103960,63,Metropolitana,Urbana,Prensa digital,10,29,770000,Sí
101315,,Maule,Urbana,Radio,8,20,610000,Sí
103691,44,Coquimbo,Rural,Redes sociales,2,90,280000,Sí
100041,46,Metropolitana,Urbana,Redes sociales,9,33,2670000,No
102150,44,Valparaíso,Urbana,Radio,4,39,1400000,Sí
104130,44,Biobío,Urbana,Redes sociales,1,66,580000,No
101792,23,Biobío,Urbana,Redes sociales,2,43,780000,No
101911,65,Metropolitana,Urbana,Redes sociales,7,60,730000,Sí
103977,74,Biobío,Urbana,Redes sociales,6,53,1300000,Sí
102187,78,Valparaíso,Urbana,Televisión,6,78,750000,No
104766,31,Biobío,Rural,Redes sociales,10,51,1230000,Sí
101614,50,Maule,Urbana,Televisión,8,38,280000,Sí
101359,43,Metropolitana,Urbana,Prensa digital,1,33,830000,No
104381,71,Valparaíso,Urbana,Televisión,2,62,970000,No
100220,56,Metropolitana,Urbana,Radio,3,67,400000,Sí
100360,40,Metropolitana,Urbana,Redes sociales,2,48,320000,Sí
100783,53,Metropolitana,Urbana,Redes sociales,5,13,1210000,Sí
102976,72,Metropolitana,Rural,Prensa digital,8,29,570000,Sí
100118,45,Valparaíso,Rural,Televisión,5,35,410000,Sí
101112,58,Metropolitana,Urbana,Redes sociales,4,96,280000,Sí
102227,67,Maule,Urbana,Televisión,9,52,550000,No
100740,45,Valparaíso,Urbana,Televisión,10,36,460000,Sí
103003,50,Metropolitana,Urbana,Prensa digital,4,84,390000,Sí
100992,66,Valparaíso,Urbana,Televisión,2,13,1710000,Sí
100778,22,Metropolitana,Urbana,Redes sociales,5,37,770000,Sí
101787,34,O'Higgins,Urbana,Prensa digital,10,32,490000,Sí
103741,30,biobío,Urbana,Prensa digital,6,18,660000,No
100769,72,Metropolitana,Urbana,Prensa digital,3,47,520000,No
101036,44,Biobío,Rural,Prensa digital,10,49,320000,Sí
104578,71,Biobío,Urbana,Televisión,5,52,690000,Sí
104638,70,O'Higgins,Urbana,Radio,2,73,1790000,Sí
104207,31,Maule,Urbana,Televisión,9,4,420000,No
103669,42,O'Higgins,Rural,Radio,7,55,920000,Sí
101765,43,Metropolitana,Urbana,Radio,3,31,1190000,No
100766,59,Valparaíso,Rural,Televisión,7,60,480000,Sí
100910,47,Metropolitana,Rural,Prensa digital,4,23,1010000,No
103684,30,Valparaíso,Urbana,Televisión,1,36,890000,Sí
102994,38,Biobío,Urbana,Redes sociales,7,38,380000,No
103226,25,Maule,Urbana,Prensa digital,2,33,1200000,Sí
101750,36,Metropolitana,Rural,Prensa digital,5,40,560000,No
100970,54,Metropolitana,Rural,Televisión,7,4,3210000,Sí
101394,47,Metropolitana,Urbana,Prensa digital,6,27,880000,Sí
104176,44,Metropolitana,Urbana,Redes sociales,3,61,700000,Sí
102085,,Metropolitana,Rural,Prensa digital,7,54,450000,Sí
101169,47,Valparaíso,Urbana,Televisión,3,55,580000,No
103702,57,Metropolitana,Urbana,Redes sociales,9,38,400000,Sí
103953,61,Metropolitana,Urbana,Prensa digital,4,33,1100000,Sí
104330,59,O'Higgins,Rural,Prensa digital,2,59,780000,Sí
104768,41,METROPOLITANA,Rural,Televisión,3,43,470000,No
103170,39,Valparaíso,Urbana,Prensa digital,10,44,970000,Sí
101275,26,Biobío,Urbana,Redes sociales,6,56,960000,Sí
101536,48,Valparaíso,Urbana,Radio,8,40,380000,Sí
101628,,Metropolitana,Urbana,Radio,9,35,810000,No
104700,72,Metropolitana,Urbana,Redes sociales,5,66,1360000,No
102319,53,Metropolitana,Urbana,Redes sociales,8,65,1290000,No
101606,45,Metropolitana,Rural,Televisión,5,63,590000,No
104028,69,Metropolitana,Urbana,Redes sociales,9,19,430000,No
101509,52,Coquimbo,Urbana,Televisión,7,65,1530000,No
102701,60,Biobío,Urbana,Redes sociales,10,54,460000,No
100281,46,Coquimbo,Urbana,Radio,7,70,1000000,No
103931,68,Coquimbo,Urbana,Televisión,7,58,280000,Sí
101356,,Valparaíso,Urbana,Prensa digital,7,56,1340000,Sí
104851,31,Maule,Rural,Redes sociales,3,50,1230000,Sí
104574,37,Metropolitana,Urbana,Redes sociales,2,37,770000,No
100382,52,O'Higgins,Rural,Redes sociales,3,52,1540000,Sí
102862,36,Coquimbo,Urbana,Redes sociales,3,41,530000,Sí
103959,64,Metropolitana,Urbana,Radio,6,57,440000,Sí
100948,75,Valparaíso,Urbana,Redes sociales,10,36,650000,Sí
100543,30,Metropolitana,Urbana,Redes sociales,6,32,910000,Sí
104339,54,Maule,Urbana,Prensa digital,8,43,2330000,No
101088,,Metropolitana,Rural,Televisión,5,64,410000,Sí
101808,57,Maule,Urbana,Televisión,6,22,990000,No
100457,,Metropolitana,Urbana,Prensa digital,6,56,890000,No
101838,23,Valparaíso,Rural,Televisión,7,52,1420000,Sí
103169,49,O'Higgins,Urbana,Televisión,8,30,280000,No
100902,44,O'Higgins,Urbana,Redes sociales,5,59,820000,No
101973,41,Coquimbo,Urbana,Radio,9,46,820000,Sí
100158,29,Metropolitana,Rural,Televisión,5,61,1650000,No
102486,65,Metropolitana,Urbana,Televisión,10,51,1040000,No
104844,34,Metropolitana,Rural,Radio,9,71,740000,Sí
100343,29,Biobío,Rural,Prensa digital,7,17,880000,Sí
101870,47,Metropolitana,Rural,Radio,5,43,1360000,No
102075,66,Biobío,Urbana,Redes sociales,8,28,900000,Sí
104175,33,O'Higgins,Rural,Televisión,6,75,610000,Sí
102742,56,Metropolitana,Urbana,Televisión,7,37,280000,Sí
103124,65,Biobío,Rural,Redes sociales,5,32,1010000,Sí
102818,34,Valparaíso,Urbana,Prensa digital,5,90,960000,Sí
102530,60,Metropolitana,Urbana,Prensa digital,8,33,310000,Sí
101363,,Metropolitana,Urbana,Redes sociales,3,50,1780000,Sí
100827,58,Valparaíso,Urbana,Redes sociales,5,58,610000,Sí
103958,32,Metropolitana,Urbana,Redes sociales,1,61,340000,Sí
103068,51,Valparaíso,Urbana,Televisión,3,36,370000,No
100908,44,Metropolitana,Urbana,Televisión,1,60,280000,Sí
101940,37,Metropolitana,Urbana,Radio,4,26,770000,Sí
104270,61,Coquimbo,Urbana,Redes sociales,10,56,680000,Sí
104784,59, Maule ,Urbana,Prensa digital,9,45,490000,Sí
103838,31,Valparaíso,Urbana,Televisión,7,22,900000,Sí
104549,51,Biobío,Urbana,Redes sociales,1,14,550000,Sí
103341,,Biobío,Urbana,Televisión,7,41,700000,Sí
102366,65,Valparaíso,Urbana,Redes sociales,5,37,1070000,Sí
101337,,Metropolitana,Urbana,Redes sociales,5,26,2140000,Sí
104097,60,Maule,Rural,Televisión,8,75,580000,Sí
101827,69,Biobío,Urbana,Televisión,1,27,710000,Sí
101429,52,Metropolitana,Urbana,Televisión,9,0,910000,Sí
100788,67,Metropolitana,Urbana,Televisión,5,44,1270000,No
103017,47,O'Higgins,Urbana,Televisión,8,47,2770000,Sí
103475,72,Metropolitana,Urbana,Redes sociales,4,32,870000,Sí
100916,,Coquimbo,Rural,Redes sociales,9,60,1490000,No
104862,51,Maule,Rural,Prensa digital,5,38,610000,No
103670,54,Metropolitana,Urbana,Redes sociales,6,58,2070000,Sí
101647,39,Metropolitana,Rural,Radio,1,21,1070000,Sí
100306,44,Valparaíso,Urbana,Televisión,4,55,550000,Sí
101615,27,O'Higgins,Urbana,Redes sociales,3,40,1310000,Sí
103857,28,Biobío,Urbana,Radio,3,82,800000,Sí
102265,23,Coquimbo,Urbana,Radio,3,44,1180000,No
104444,55,Biobío,Urbana,Televisión,7,50,970000,Sí
103302,77,Metropolitana,Urbana,Televisión,8,39,730000,Sí
102622,67,Metropolitana,Rural,Redes sociales,6,49,740000,Sí
102998,58,Valparaíso,Urbana,Redes sociales,3,45,530000,Sí
104604,40,Metropolitana,Urbana,Redes sociales,1,53,1440000,Sí
100941,29,Coquimbo,Rural,Prensa digital,5,67,860000,Sí
101305,,Metropolitana,Rural,Televisión,10,32,280000,Sí
100221,,Maule,Rural,Prensa digital,7,90,1700000,Sí
100813,38,Metropolitana,Urbana,Prensa digital,4,52,450000,No
104624,69,Biobío,Urbana,Redes sociales,7,65,710000,Sí
101106,60, Coquimbo ,Urbana,Redes sociales,3,25,340000,Sí
100979,54, Biobío ,Urbana,Prensa digital,9,54,920000,Sí
102731,63,Coquimbo,Urbana,Redes sociales,6,49,1760000,Sí
103514,27,Valparaíso,Rural,Redes sociales,4,48,460000,Sí
101335,35,Metropolitana,Rural,Prensa digital,6,53,560000,No
103107,51,Metropolitana,Rural,Redes sociales,6,25,700000,Sí
104145,39,Metropolitana,Urbana,Redes sociales,4,12,2250000,No
101971,75,Metropolitana,Urbana,Prensa digital,3,38,620000,Sí
104555,43,Metropolitana,Urbana,Televisión,4,60,430000,Sí
103703,40,Valparaíso,Urbana,Redes sociales,3,29,880000,No
100635,38,O'Higgins,Urbana,Prensa digital,8,39,1580000,Sí
100821,69,Valparaíso,Rural,Redes sociales,5,31,750000,No
100678,24,Maule,Urbana,Redes sociales,3,46,1970000,Sí
102581,20,Biobío,Rural,Prensa digital,10,56,600000,Sí
101295,62,Biobío,Urbana,Televisión,3,39,770000,No
104625,20,Biobío,Urbana,Redes sociales,6,41,1660000,Sí
102569,43,Metropolitana,Urbana,Televisión,9,71,510000,No
104427,61,Metropolitana,Urbana,Radio,7,55,960000,No
102018,41,Metropolitana,Urbana,Redes sociales,8,38,1330000,Sí
103662,58,Coquimbo,Urbana,Redes sociales,6,51,660000,Sí
102920,71,Metropolitana,Urbana,Radio,7,52,1520000,No
104815,32,Metropolitana,Urbana,Prensa digital,5,51,990000,Sí
100614,22,Coquimbo,Urbana,Redes sociales,8,54,370000,Sí
102894,46,Metropolitana,Rural,Prensa digital,6,29,820000,Sí
102813,64,Metropolitana,Urbana,Televisión,1,53,2020000,No
103298,43,Metropolitana,Urbana,Redes sociales,7,71,420000,No
102989,62,Valparaíso,Urbana,Radio,10,46,2680000,No
100836,57,Biobío,Urbana,Redes sociales,5,27,280000,Sí
104131,34,Metropolitana,Urbana,Prensa digital,5,47,660000,Sí
102713,35,O'Higgins,Urbana,Radio,5,33,1530000,Sí
103400,48,Maule,Urbana,Redes sociales,10,59,2380000,Sí
100398,18,Metropolitana,Rural,Televisión,4,59,2780000,Sí
104354,56,Metropolitana,Rural,Redes sociales,2,50,750000,Sí
100965,22,Metropolitana,Urbana,Televisión,4,79,690000,No
100319,35,Metropolitana,Urbana,Televisión,2,42,1020000,Sí
100340,32,O'Higgins,Urbana,Redes sociales,4,46,610000,No
104049,38,Coquimbo,Rural,Televisión,4,38,420000,Sí
103804,46,Valparaíso,Urbana,Televisión,3,49,1520000,Sí
100376,27,Metropolitana,Urbana,Prensa digital,7,59,1080000,No
100851,36,Valparaíso,Urbana,Televisión,8,68,280000,No
101514,35,Coquimbo,Urbana,Televisión,6,42,990000,No
101630,34,Maule,Urbana,Televisión,7,24,390000,No
100944,61,Metropolitana,Rural,Prensa digital,3,57,590000,Sí
102063,60,Valparaíso,Urbana,Prensa digital,4,62,1340000,Sí
101905,54,Metropolitana,Urbana,Prensa digital,3,52,500000,No
100628,45,Maule,Rural,Prensa digital,10,85,330000,Sí
103366,53,Metropolitana,Rural,Prensa digital,2,31,2580000,Sí
101007,36,Metropolitana,Rural,Prensa digital,10,30,770000,No
100570,58,Metropolitana,Urbana,Prensa digital,2,57,640000,Sí
101486,66,Biobío,Urbana,Radio,9,12,1060000,Sí
101542,47,Biobío,Urbana,Redes sociales,5,31,630000,Sí
100873,29,Metropolitana,Urbana,Prensa digital,1,21,600000,Sí
104050,70,Metropolitana,Rural,Redes sociales,3,63,740000,Sí
102981,56,O'Higgins,Rural,Prensa digital,4,53,300000,No
104666,50, Coquimbo ,Urbana,Televisión,7,51,740000,No
103983,49,Biobío,Urbana,Redes sociales,10,61,300000,No
104079,26,O'Higgins,Urbana,Televisión,3,43,1050000,Sí
101840,53,Metropolitana,Urbana,Radio,7,43,2280000,Sí
101077,60,Metropolitana,Urbana,Redes sociales,8,82,900000,Sí
104451,53,Biobío,Urbana,Redes sociales,9,48,910000,Sí
102685,34,Metropolitana,Urbana,Prensa digital,9,64,480000,No
104355,47,Coquimbo,Urbana,Redes sociales,4,36,560000,No
103585,48,Metropolitana,Urbana,Televisión,2,56,750000,Sí
102128,30,Biobío,Urbana,Televisión,1,56,490000,Sí
102551,50,Metropolitana,Urbana,Televisión,2,72,1420000,Sí
102296,56,Valparaíso,Urbana,Televisión,10,41,600000,Sí
104828,24,Metropolitana,Rural,Radio,4,60,830000,No
103188,48,Metropolitana,Urbana,Televisión,4,48,460000,Sí
102596,61,Coquimbo,Rural,Radio,3,67,930000,Sí
104483,51,O'Higgins,Rural,Redes sociales,10,46,1080000,Sí
104607,35,Metropolitana,Rural,Televisión,8,68,610000,No
100328,51,Metropolitana,Rural,Redes sociales,6,70,470000,Sí
104590,68,Biobío,Rural,Televisión,2,36,1580000,No
103765,46,Metropolitana,Rural,Televisión,2,65,540000,Sí
103764,,Biobío,Rural,Televisión,6,63,530000,Sí
101120,39,Biobío,Urbana,Televisión,1,66,410000,No
102608,57,Maule,Urbana,Televisión,6,38,980000,Sí
102705,39,Valparaíso,Urbana,Redes sociales,2,13,1190000,No
100870,46, Biobío ,Urbana,Prensa digital,6,28,540000,No
104202,48,Maule,Urbana,Televisión,5,22,1070000,Sí
100093,71,Valparaíso,Rural,Redes sociales,2,70,2090000,Sí
100528,47,Metropolitana,Rural,Televisión,6,26,390000,No
104816,53,Biobío,Rural,Prensa digital,1,42,470000,Sí
102043,44,Metropolitana,Urbana,Televisión,6,51,920000,Sí
103974,18,Metropolitana,Urbana,Redes sociales,9,59,1470000,No
101434,43,Valparaíso,Rural,Televisión,2,57,610000,Sí
101620,32,O'Higgins,Urbana,Radio,5,15,400000,No
104251,39,Valparaíso,Urbana,Redes sociales,10,51,1470000,No
102819,48,Metropolitana,Rural,Redes sociales,3,65,800000,Sí
103591,39,Metropolitana,Urbana,Televisión,6,39,1080000,No
103455,50,Valparaíso,Urbana,Redes sociales,7,43,1000000,Sí
101756,,Valparaíso,Urbana,Redes sociales,8,52,750000,Sí
104747,52,Coquimbo,Urbana,Televisión,6,21,850000,Sí
101389,40,Metropolitana,Urbana,Televisión,1,33,690000,Sí
102776,66,Metropolitana,Urbana,Prensa digital,1,40,1400000,No
102008,34,O'Higgins,Rural,Redes sociales,1,41,800000,No
101697,38,Metropolitana,Urbana,Televisión,8,51,540000,Sí
104171,64,Metropolitana,Urbana,Prensa digital,5,34,750000,No
104015,45,Metropolitana,Urbana,Prensa digital,3,51,730000,Sí
102256,29,Maule,Rural,Redes sociales,8,26,540000,Sí
100555,42,Metropolitana,Urbana,Prensa digital,8,24,720000,No
104911,62,Biobío,Urbana,Redes sociales,3,58,1280000,Sí
101798,79,Metropolitana,Urbana,Televisión,8,30,370000,Sí
100493,35,O'Higgins,Urbana,Prensa digital,8,14,530000,Sí
102700,64,Valparaíso,Urbana,Redes sociales,3,74,770000,No
103859,62,Coquimbo,Urbana,Televisión,10,58,470000,Sí
101547,52,Metropolitana,Urbana,Prensa digital,1,43,980000,No
103743,,Metropolitana,Urbana,Radio,10,67,530000,Sí
104702,63,Metropolitana,Urbana,Radio,7,20,560000,Sí
103505,63,Valparaíso,Urbana,Prensa digital,6,81,300000,Sí
101505,37,Metropolitana,Urbana,Prensa digital,6,58,790000,Sí
100472,33,Metropolitana,Urbana,Radio,5,58,590000,No
103850,,Metropolitana,Rural,Televisión,9,61,580000,Sí
102754,48,Coquimbo,Urbana,Prensa digital,4,29,500000,No
102741,54,Maule,Urbana,Redes sociales,10,71,720000,No
104382,40,Maule,Urbana,Redes sociales,4,0,280000,Sí
102286,34,Maule,Urbana,Televisión,9,61,2450000,No
101280,29,Coquimbo,Urbana,Prensa digital,1,55,1760000,Sí
104143,36,Valparaíso,Rural,Televisión,3,18,1000000,Sí
100389,,Valparaíso,Urbana,Televisión,8,27,1080000,Sí
100865,34,Biobío,Urbana,Televisión,6,53,3540000,Sí
101515,18,Metropolitana,Urbana,Televisión,6,43,1000000,No
103577,35,Coquimbo,Urbana,Redes sociales,7,55,4900000,Sí
104840,50,Metropolitana,Urbana,Redes sociales,6,72,600000,Sí
101671,35,Metropolitana,Rural,Televisión,3,41,1330000,Sí
104569,80,Metropolitana,Urbana,Televisión,9,52,820000,Sí
103740,47,Valparaíso,Rural,Redes sociales,5,30,1750000,Sí
104799,35,Metropolitana,Rural,Televisión,6,59,300000,No
104605,58,O'Higgins,Urbana,Redes sociales,8,54,890000,Sí
101398,49,Coquimbo,Urbana,Prensa digital,2,51,900000,Sí
102696,69,Metropolitana,Urbana,Redes sociales,7,54,280000,Sí
100646,55,Biobío,Urbana,Redes sociales,6,62,350000,Sí
100208,57,Metropolitana,Urbana,Televisión,4,28,390000,No
101850,,Valparaíso,Urbana,Televisión,5,44,1200000,Sí
101354,57,Biobío,Urbana,Prensa digital,4,34,450000,Sí
100498,44,Valparaíso,Urbana,Redes sociales,3,28,300000,Sí
103179,59,Metropolitana,Urbana,Televisión,10,35,1210000,Sí
100127,57,Coquimbo,Urbana,Televisión,5,35,590000,Sí
100128,65,Biobío,Urbana,Redes sociales,2,29,2020000,Sí
104824,35,Maule,Urbana,Prensa digital,2,46,1150000,No
100615,41,Valparaíso,Urbana,Radio,2,62,930000,Sí
102518,35,Metropolitana,Urbana,Prensa digital,8,54,740000,No
102716,56,Coquimbo,Urbana,Prensa digital,6,44,2010000,No
103128,33,O'Higgins,Urbana,Prensa digital,7,28,520000,Sí
102555,31,Coquimbo,Urbana,Prensa digital,3,36,410000,Sí
101596,20,Metropolitana,Urbana,Radio,10,48,520000,Sí
103911,37,Metropolitana,Rural,Televisión,7,51,590000,No
104831,51,Metropolitana,Urbana,Radio,2,42,650000,Sí
104229,38,Maule,Rural,Radio,5,43,550000,Sí
104380,,Maule,Urbana,Radio,8,52,690000,No
100903,34,Metropolitana,Rural,Televisión,5,47,2030000,Sí
103830,50,Coquimbo,Urbana,Televisión,3,67,2600000,Sí
101323,27,Biobío,Urbana,Televisión,5,16,1160000,No
102582,25,Metropolitana,Urbana,Prensa digital,1,37,400000,Sí
101560,59,Metropolitana,Urbana,Televisión,7,56,970000,Sí
102756,25,Valparaíso,Urbana,Redes sociales,9,59,620000,No
103801,50,Maule,Rural,Televisión,7,57,710000,Sí
104822,56,Valparaíso,Urbana,Redes sociales,10,17,3300000,Sí
103079,32,Valparaíso,Rural,Redes sociales,4,32,600000,Sí
101682,59,Biobío,Urbana,Radio,1,46,840000,Sí
100172,45,Valparaíso,Urbana,Redes sociales,7,51,850000,No
101856,54,O'Higgins,Urbana,Redes sociales,3,37,1550000,No
102441,19,O'Higgins,Urbana,Prensa digital,9,52,640000,Sí
102344,47,Metropolitana,Urbana,Prensa digital,1,27,1340000,No
100059,30,Coquimbo,Urbana,Redes sociales,9,36,600000,Sí
101835,58,Maule,Urbana,Televisión,8,31,1120000,No
100810,,Metropolitana,Urbana,Redes sociales,6,43,1600000,No
102087,47,Valparaíso,Urbana,Televisión,7,45,520000,Sí
103194,36,Metropolitana,Rural,Radio,1,17,1010000,Sí
102960,47,Metropolitana,Urbana,Prensa digital,3,18,530000,Sí
101492,73,Valparaíso,Rural,Radio,2,54,950000,Sí
104282,67,Maule,Urbana,Prensa digital,1,60,2340000,Sí
103199,64,Valparaíso,Rural,Redes sociales,2,100,520000,Sí
104803,23,Maule,Rural,Redes sociales,1,37,1550000,No
104232,58,Biobío,Urbana,Televisión,9,72,2440000,Sí
100801,18,Valparaíso,Urbana,Redes sociales,10,34,330000,No
102343,63,O'Higgins,Urbana,Redes sociales,4,41,400000,Sí
103323,59,Metropolitana,Rural,Televisión,2,38,1760000,No
104177,50,Metropolitana,Rural,Redes sociales,10,39,1140000,No
100722,50,Maule,Urbana,Redes sociales,2,51,990000,Sí
100334,59,Metropolitana,Urbana,Televisión,10,59,880000,Sí
103254,74,Maule,Urbana,Prensa digital,2,58,1630000,Sí
102225,53,O'Higgins,Urbana,Prensa digital,2,10,740000,No
104396,31,Maule,Urbana,Prensa digital,3,78,800000,Sí
100955,52,Metropolitana,Urbana,Redes sociales,9,26,300000,Sí
104205,18,Coquimbo,Urbana,Televisión,9,66,1190000,Sí
104676,48,Valparaíso,Urbana,Redes sociales,7,39,660000,Sí
101521,39,Metropolitana,Urbana,Radio,1,7,680000,Sí
103154,31,Metropolitana,Urbana,Redes sociales,3,100,480000,Sí
101132,50,Metropolitana,Urbana,Redes sociales,7,0,1280000,Sí
101945,35,Coquimbo,Urbana,Prensa digital,4,41,410000,Sí
104170,72,Metropolitana,Rural,Redes sociales,10,61,400000,Sí
102320,46,Maule,Rural,Televisión,10,54,1000000,Sí
100676,25,Biobío,Rural,Redes sociales,6,53,310000,Sí
102037,30,O'Higgins,Urbana,Televisión,9,17,500000,Sí
100602,73,Valparaíso,Urbana,Redes sociales,2,73,1200000,Sí
104534,25,Valparaíso,Urbana,Redes sociales,8,57,340000,Sí
101237,29,Valparaíso,Urbana,Prensa digital,10,43,350000,Sí
100026,49,Valparaíso,Urbana,Televisión,6,58,740000,Sí
102166,55,Metropolitana,Urbana,Redes sociales,6,80,1340000,Sí
100725,68,Maule,Urbana,Radio,8,57,1450000,Sí
101098,52,Metropolitana,Urbana,Redes sociales,6,43,490000,Sí
102642,67,Metropolitana,Urbana,Televisión,5,8,1040000,Sí
103512,30,Biobío,Urbana,Redes sociales,9,88,1050000,Sí
102385,66,Coquimbo,Urbana,Televisión,5,28,1890000,Sí
104651,66,Metropolitana,Urbana,Radio,3,48,1000000,Sí
101525,45,Metropolitana,Urbana,Redes sociales,10,54,1050000,Sí
104693,,Valparaíso,Urbana,Televisión,6,34,980000,Sí
100152,40,Metropolitana,Urbana,Prensa digital,2,67,540000,Sí
101698,36,Metropolitana,Urbana,Televisión,10,22,530000,No
101160,27,Biobío,Urbana,Prensa digital,2,35,500000,Sí
104485,60,Maule,Rural,Redes sociales,5,43,590000,Sí
103785,45,Maule,Urbana,Radio,8,64,1930000,Sí
102605,40,Coquimbo,Urbana,Redes sociales,7,28,2720000,Sí
100988,36,Metropolitana,Rural,Redes sociales,6,91,840000,No
100658,42,Metropolitana,Rural,Prensa digital,8,30,500000,Sí
104800,,Metropolitana,Urbana,Prensa digital,9,47,1860000,Sí
103716,50,O'Higgins,Urbana,Redes sociales,6,62,450000,No
101197,39,Metropolitana,Urbana,Televisión,5,26,970000,No
103276,54,VALPARAÍSO,Urbana,Televisión,10,63,690000,No
100255,,Biobío,Urbana,Prensa digital,1,14,1420000,No
103135,25,Metropolitana,Urbana,Redes sociales,9,48,800000,No
104720,49,O'Higgins,Rural,Redes sociales,10,37,840000,No
101217,63,Metropolitana,Rural,Televisión,6,18,740000,Sí
101308,51,Metropolitana,Urbana,Prensa digital,2,6,1130000,No
100775,23,Valparaíso,Urbana,Prensa digital,1,65,1310000,Sí
101530,67,O'Higgins,Urbana,Prensa digital,4,69,1140000,Sí
102250,68,Valparaíso,Urbana,Redes sociales,5,70,1560000,No
102881,39,Coquimbo,Rural,Redes sociales,9,26,1430000,Sí
103439,70,Metropolitana,Urbana,Televisión,10,25,1710000,Sí
101411,37,Metropolitana,Urbana,Televisión,3,61,1310000,Sí
102002,67,Coquimbo,Urbana,Radio,9,22,800000,Sí
104385,66,Valparaíso,Urbana,Prensa digital,4,32,340000,Sí
102312,42,Biobío,Urbana,Radio,6,52,1020000,Sí
102522,74,Metropolitana,Urbana,Redes sociales,10,55,860000,No
104522,23,Metropolitana,Urbana,Redes sociales,6,32,590000,No
102290,39,Metropolitana,Rural,Redes sociales,9,40,620000,No
101687,29,Metropolitana,Rural,Televisión,6,42,1460000,Sí
102156,46,Maule,Urbana,Redes sociales,7,49,2210000,No
101548,73,Metropolitana,Rural,Prensa digital,9,7,1700000,No
104311,30,Metropolitana,Urbana,Prensa digital,9,86,540000,No
103049,43,O'Higgins,Urbana,Redes sociales,10,32,1080000,No
100734,29,Biobío,Urbana,Prensa digital,5,50,490000,Sí
103387,49,Valparaíso,Rural,Redes sociales,2,46,1100000,Sí
101091,,Valparaíso,Urbana,Radio,10,35,1140000,Sí
104689,26,Metropolitana,Rural,Prensa digital,6,51,960000,Sí
102436,18,Metropolitana,Urbana,Redes sociales,2,61,1470000,Sí
104220,66,Valparaíso,Urbana,Prensa digital,1,61,710000,Sí
100950,61,Valparaíso,Urbana,Prensa digital,9,58,700000,Sí
101256,18,Metropolitana,Urbana,Redes sociales,3,10,1050000,No
104269,51,Biobío,Urbana,Redes sociales,4,53,1070000,Sí
100165,37,Metropolitana,Rural,Redes sociales,10,62,970000,No
104601,69,Valparaíso,Rural,Televisión,3,39,1290000,Sí
101859,54,Biobío,Urbana,Televisión,8,73,630000,Sí
102089,40,Valparaíso,Urbana,Televisión,2,30,2530000,Sí
102947,35,Metropolitana,Urbana,Televisión,1,38,340000,No
104805,44,Metropolitana,Urbana,Prensa digital,1,29,1160000,Sí
103034,68,Metropolitana,Urbana,Radio,5,14,760000,Sí
100549,,Biobío,Urbana,Redes sociales,6,44,810000,Sí
102897,18,Metropolitana,Urbana,Radio,3,55,390000,Sí
104425,43,Biobío,Urbana,Prensa digital,8,50,630000,No
100027,46,Coquimbo,Rural,Televisión,7,28,490000,No
104484,37,Metropolitana,Urbana,Prensa digital,9,37,720000,Sí
